0.|Did you actually participate in the GGJ 2020?|2.|8.1|8.2|8.3|9.|10.|1.|3.|4.|5.|6.|7.
2/24/2020 14:02:59|Yes|San Jose, US|Frequently|Occasionally|Never|I worked in a room full of teams mostly made up of coworkers/friends, so there was a very collaborative environment of people helping each other out and testing games.|Other jammers in the same location|Female|24|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes,  professionally (employed)
2/24/2020 14:04:40|Yes|Mar del Plata, Argentina|Never|Very Frequently|Never|I'm a professional game developer and I also do a little bit of 3d modeling. I help teams with game design, code, bugs and 3d assets creation|Online sources (websites, online documentation, etc.)|Male|34|Bachelor’s degree (e.g. BA, BS)|More than five years|Three game jams|Yes,  professionally (employed)
2/24/2020 14:04:54|Yes|Guadalajara|Occasionally|Occasionally|Occasionally||People participating in the jam, but in other location|Male|29|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 14:12:04|Yes|Austria|Frequently|Frequently|Never|The typical Unity questions.|Other jammers in the same location|Female|27|Master’s degree (e.g. MA, MS, MEd)|More than five years|More than five game jams|Yes, as a hobbyist
2/24/2020 14:18:23|Yes|Arles, France|Rarely|Frequently|Frequently||Online sources (websites, online documentation, etc.)|Male|19|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 14:20:50|Yes|Montevideo, Uruguay|Frequently|Occasionally|Rarely|Just about the game logic, but rarely. Never the technology|Online sources (websites, online documentation, etc.)|Male|23|Bachelor’s degree (e.g. BA, BS)|Less than one year|Yes, one game jam|No, I haven't
2/24/2020 14:21:53|Yes|Geneva, Switzerland|Occasionally|Rarely|Never|"I usually went to my friends in other teams when I felt stuck or didn't know how to do something, either technically or ideas-wise. We regularly checked on each others and helped solving problems when we could.
For example, I had no idea that it was possible to create animations using the drawing software that I had (FireAlpaca) but a friend from a neighboring team who used it as well taught me and our game had a little animation in it by the end !"|Other jammers in the same location|Female|28|Bachelor’s degree (e.g. BA, BS)|Four years|Two game jams|Yes, as a hobbyist
2/24/2020 14:23:09|Yes|Haifa, Israel|Occasionally|Occasionally|Frequently|I have borrowed sound equipment from another group to record dubbing but didn't receive any technical help. I would say that apart from occasional chit-chat the groups were pretty introverted. I helped others with concepts and discussions about game rules. Mentors made sure to visit the groups at least once each and share opinions on art, dev and concept.|I didn't need much help outside my group... We were pretty much in control. But I mostly asked mentors or jammers in other locations if I wanted an opinion.|Male|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 14:23:35|Yes|Arles, France|Frequently|Frequently|Frequently|I did not ask a lot of help during the event, but I knew that if I wanted to, I could ask some help to anyone around me. I think that I helped my team a lot, when they were stuck on a problem I stopped coding and I helped them. Also I helped a lot an other team that was friend of mine, because they knew that they could ask some help to me, due to my knowledge of Unity. But one time an other team asked me some help for Unity.|Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 14:24:48|Yes|Mar del Plata, Argentina|Frequently|Very Frequently|Very Frequently|"Todo el tiempo con mi equipo estabamos consultando sobre diferentes cosas que queriamos ahcer y que no sabiamos como, y gente de otros equipos o los mentores nos ayudaban.
tambien en mi caso, ayude a otros dos grupos con cuestiones de arte o de gamedesign de sus juegos."|Other jammers in the same location|Male|31|Bachelor’s degree (e.g. BA, BS)|Less than one year|Yes, one game jam|Yes, as a hobbyist
2/24/2020 14:25:57|Yes|geneva, switzerland|Rarely|Occasionally|Rarely|Myvteam members had a Unity problem, I asked a guy I saw in other events which I know is quite good in Unity|Other jammers in the same location|Female|33|Master’s degree (e.g. MA, MS, MEd)|Two years|Three game jams|Yes, as a hobbyist
2/24/2020 14:28:05|Yes|Buenos Aires, Argentina|Never|Very Frequently|Occasionally||none?|Male|28|High school degree or equivalent (e.g. GED)|More than five years|More than five game jams|Yes,  professionally (employed)
2/24/2020 14:32:36|Yes|Mar del Plata, Argentina|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|27|Master’s degree (e.g. MA, MS, MEd)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 14:33:56|Yes|Maceió, Brazil|Never|Never|Never||Online sources (websites, online documentation, etc.)|Male|20|Some college, no degree|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 14:34:04|Yes|Bahía Blanca |Frequently|Occasionally|Very Frequently|Hey are profesional that help US a lot on this.|Mentors/organizers|Male|40|Professional degree (e.g. MD, DDS, DVM)|More than five years|Four game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 14:36:55|Yes|Gothenburg, Sweden|Occasionally|Frequently|Occasionally|I am a programmer so I usually seek and give advice with technical stuff, helping each other with pieces of code or technologies that might be useful.|Online sources (websites, online documentation, etc.)|Male|23|Bachelor’s degree (e.g. BA, BS)|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 14:37:41|Yes|Geneva, Switzerland|Occasionally|Frequently|Occasionally|I was able to give visual feedbacks on other peoples works and I think it's always really cool to have a discussion about what worked and what didn't with everyone, so that you can all learn something|Other jammers in the same location|Female|24|Bachelor’s degree (e.g. BA, BS)|Two years|More than five game jams|Yes, as a hobbyist
2/24/2020 14:43:06|Yes|Geneva, Switzerland|Rarely|Rarely|Never|I was focused on my work and did not ask many questions or got asked any questions. It happened only once.|Other jammers in the same location|Male|29|Master’s degree (e.g. MA, MS, MEd)|Four years|Five game jams|Yes, as a hobbyist
2/24/2020 14:47:34|Yes|São Luís, Brasil|Occasionally|Rarely|Occasionally|There was a mutual collaboration, everyone helped each other, and became interested in the project of others, making it thus a great contribution, with ideas and also volunteering about the project |Mentors/organizers|Male|19|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 14:53:43|Yes|Orem, UT|Rarely|Very Frequently|Never|Im a pretty experienced solo-ist, so im happy to go around and offer support to students and other newbies. |Online sources (websites, online documentation, etc.)|Male|26|Some college, no degree|More than five years|Five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 14:54:24|Yes|Uruguay|Frequently|Occasionally|Frequently||People not participating in the jam|Prefer not to say|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 14:54:49|Yes|Maldonado, Uruguay|Occasionally|Occasionally|Very Frequently|They would check in, ask questions, give suggestions on how to adress issues or challenges. They would also point out possible pitfalls the execution could have.|Mentors/organizers|Male|35|Bachelor’s degree (e.g. BA, BS)|More than five years|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 14:58:25|Yes|Maldonado,Uruguay|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|35|Master’s degree (e.g. MA, MS, MEd)|Three years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:01:57|Yes|Bahia Blanca, Argentina|Occasionally|Occasionally|Frequently|There were a lot of mentors walking around. Also I knew some people in other groups so we would give feedback to each other about the game.|Online sources (websites, online documentation, etc.)|Male|24|Some college, no degree|Two years|Three game jams|Yes, as a hobbyist
2/24/2020 15:04:18|Yes|Utrecht, Netherlands|Rarely|Occasionally|Never||Online sources (websites, online documentation, etc.)|Male|19|Some college, no degree|Two years|Two game jams|Yes, as a student
2/24/2020 15:05:28|Yes|Buenos Aires, Argentina|Rarely|Rarely|Frequently||Mentors/organizers|Male|27|Some college, no degree|More than five years|More than five game jams|Yes, as a hobbyist
2/24/2020 15:08:34|Yes|Utrecht, The Netherlands|Never|Rarely|Never||Online sources (websites, online documentation, etc.)|Male|22|Some college, no degree|Three years|Four game jams|Yes, as a student
2/24/2020 15:11:10|Yes|São Luís, Maranhão|Rarely|Rarely|Never|mainly about learning to work with the tool and the functions of such|Other jammers in the same location|Male|18|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 15:13:24|Yes|zürich|Frequently|Frequently|Occasionally||Other jammers in the same location|Male|37|Bachelor’s degree (e.g. BA, BS)|Four years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:15:47|Yes|Utrecht netherlands |Rarely|Frequently|Frequently||Other jammers in the same location|Female|20|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 15:16:15|Yes|Yakutsk|Occasionally|Rarely|Occasionally||Mentors/organizers|Male|20|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 15:17:05|Yes|Boden, Sweden|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Female|33|Bachelor’s degree (e.g. BA, BS)|More than five years|Three game jams|Yes,  professionally (employed)
2/24/2020 15:21:17|Yes|Lille, France|Never|Occasionally|Never|I have ten years game and software development experience. The other jammers and the organisers were all students. I offered a little help here and there.|Other jammers in the same location|Prefer not to say|33|Some college, no degree|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:25:17|Yes|Guatemala, Guatemala|Rarely|Frequently|Frequently||Other jammers in the same location|Male|28|Master’s degree (e.g. MA, MS, MEd)|Two years|Two game jams|Yes, as a hobbyist
2/24/2020 15:28:44|Yes|Bahía Blanca, Argentina|Rarely|Occasionally|Rarely||Mentors/organizers|Male|24|Some college, no degree|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:29:53|Yes|Montevideo, Uruguay|Rarely|Rarely|Very Frequently||Online sources (websites, online documentation, etc.)|Male|25|High school degree or equivalent (e.g. GED)|One year|Yes, one game jam|Yes, as a student
2/24/2020 15:33:30|Yes|Pievla|Never|Occasionally|Never|I was the only one participating as musician. I occasionally gave some small ideas to the game concept.|Other jammers in the same location|Male|20|High school degree or equivalent (e.g. GED)|Less than one year|Yes, one game jam|Yes, as a hobbyist
2/24/2020 15:37:53|Yes|Montréal, CANADA|Frequently|Occasionally|Occasionally|i got help on technical points. i helped by providing ideas, project management skills and a vision. the organizers provided food (pizza, snacks...) and a great working environment. they were also available for technical support|Other jammers in the same location|Male|27|Master’s degree (e.g. MA, MS, MEd)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:38:55|Yes|Bahía Blanca, Argentina|Frequently|Frequently|Frequently||Mentors/organizers|Female|30|Professional degree (e.g. MD, DDS, DVM)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 15:39:46|Yes|Savannah, GA, USA|Never|Never|Never||Online sources (websites, online documentation, etc.)|Male|24|Bachelor’s degree (e.g. BA, BS)|More than five years|Five game jams|Yes, as a student
2/24/2020 15:39:55|Yes|Mumbai, India|Never|Never|Rarely||I work alone|Male|25|Bachelor’s degree (e.g. BA, BS)|Two years|Three game jams|Yes,  professionally (employed)
2/24/2020 15:40:32|Yes|Denver, USA|Occasionally|Occasionally|Rarely|Mostly some technical questions from people using the same technology for their games|Online sources (websites, online documentation, etc.)|Male|23|Bachelor’s degree (e.g. BA, BS)|More than five years|Four game jams|Yes, as a hobbyist
2/24/2020 15:40:58|Yes|Norway|Rarely|Frequently|Never|I got asked questions from my teammates, and participated in group talks|People not participating in the jam|Male|27|Some college, no degree|Two years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:46:09|Yes|Gothenburg, Sweden|Rarely|Rarely|Occasionally||People not participating in the jam|Male|27|Bachelor’s degree (e.g. BA, BS)|Two years|Yes, one game jam|Yes, as a student
2/24/2020 15:47:19|Yes|Pontevedra, Spain|Rarely|Never|Frequently|"The jam started on friday, but I only was there the saturday. When I got there, I didn't have a group, but the organizers told me that there was a group designing a card game and gave me all the instructions of the game, with the information they had about that group (which I joined, of course). And I got help from some of my friends, who were at the Jam in other groups, but only for the process of testing the card game. They played two or three times, but they only helped as beta-testers (or, better said, ""alpha-testers""). "|Mentors/organizers|Male|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 15:47:49|Yes|pontevedra, spain|Very Frequently|Very Frequently|Frequently||Other jammers in the same location|Male|31|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 15:49:03|Yes|San Jose,California, Cogswell Polytechnical College|Occasionally|Occasionally|Rarely|If you have no knowledge of game development you can ask people around a find people that know little and try to learn with them . But in my care I had a close group and doing a game . Our goal was finishing a game so we dint really need help or had time to help.|people in my group (7) in the end we all present our games and also have a chance to see what everyone did|Male|27|Bachelor’s degree (e.g. BA, BS)|Three years|Three game jams|Yes, as a student
2/24/2020 15:50:21|Yes|Las Palmas de Gran Canaria|Frequently|Very Frequently|Occasionally|Workflows and tips mostly|Other jammers in the same location|Male|31|Professional degree (e.g. MD, DDS, DVM)|Two years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 15:53:04|Yes|Krakow Poland|Frequently|Frequently|Frequently||Other jammers in the same location|Male|21|Some college, no degree|Two years|Yes, one game jam|Yes, as a student
2/24/2020 15:57:26|Yes|Krakow, Poland|Rarely|Rarely|Occasionally|-|Mentors/organizers|Female|28|Master’s degree (e.g. MA, MS, MEd)|Three years|No, the GGJ 2020 was my first game jam|Yes,  professionally (employed)
2/24/2020 15:58:21|Yes|Krakow, Poland|Rarely|Very Frequently|Never|Tips on software, help debugging / understanding a problem|Online sources (websites, online documentation, etc.)|Male|30|Professional degree (e.g. MD, DDS, DVM)|More than five years|Two game jams|Yes,  professionally (employed)
2/24/2020 15:59:40|Yes|La Plata, Buenos Aires|Very Frequently|Very Frequently|Very Frequently||Other jammers in the same location|Male|21|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:06:42|Yes|La Plata, Buenos Aires, Argentina|Rarely|Frequently|Never|I mainly helped other groups, because I specialize in gameplay development, creating the mechanics, rules, and what makes the game enjoyable to play rulewise. I gave different ideas on how to implement certain rules which applied to their projects specifically.|Other jammers in the same location|Male|23|Some college, no degree|Three years|Yes, one game jam|Yes, as a hobbyist
2/24/2020 16:07:59|Yes|Lethbridge, Canada|Rarely|Frequently|Rarely||Other jammers in the same location|Male|21|Some college, no degree|Less than one year|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:08:37|Yes|Pontevedra, Spain|Very Frequently|Very Frequently|Very Frequently||Mentors/organizers|Male|26|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:10:37|Yes|Barquisimeto Venezuela|Frequently|Frequently|Very Frequently||Mentors/organizers|Male|20|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:10:38|Yes|Leeuwarden|Occasionally|Frequently|Rarely||Other jammers in the same location|Female|29|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 16:10:44|Yes|La Salle Collage |Frequently|Rarely|Very Frequently|Mainly my mentors helped me understand the hours put into game jam, and I rarely did talk we with other jammers because I had to finish project for game jam|Mentors/organizers|Male|18|Bachelor’s degree (e.g. BA, BS)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:13:37|Yes|La Plata, Buenos Aires, Argentina|Occasionally|Frequently|Very Frequently|The form doesnt let me put that i got help from ggj mentors OCCASIONALY, not Very frequently. This is because i only communicated with them when i had trouble with network, or installation facilities. |Other jammers in the same location|Female|25|Professional degree (e.g. MD, DDS, DVM)|Two years|Yes, one game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 16:17:07|Yes|Utrecht, netherlands |Rarely|Occasionally|Rarely|I helped out other people with play testing and code (alltho im an artist)|Online sources (websites, online documentation, etc.)|Female|23|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 16:22:44|Yes|Lyon, FRANCE|Rarely|Occasionally|Never||Other jammers in the same location|Female|22|High school degree or equivalent (e.g. GED)|Two years|Yes, one game jam|Yes, as a student
2/24/2020 16:27:17|Yes|La Plata, Argentina|Occasionally|Occasionally|Never||Other jammers in the same location|Female|24|High school degree or equivalent (e.g. GED)|Five years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 16:28:25|Yes|Lima, Peru|Never|Occasionally|Never||Other jammers in the same location|Female|27|Bachelor’s degree (e.g. BA, BS)|Four years|Yes, one game jam|Yes,  professionally (employed)
2/24/2020 16:31:08|Yes|Saudi Arabia, Qatif, in Light Studio Office|Never|Never|Occasionally|Actually we were the only team in our city so we didn't have any other groups, but we got some help from the event organizer who gave us her opinion about our ideas and advised us with her experience in developing games|Mentors/organizers|Female|22|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 16:34:30|Yes|Empoli, Italy|Very Frequently|Frequently|Frequently||Other jammers in the same location|Female|21|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 16:37:16|Yes|Belo Horizonte, Brasil|Very Frequently|Very Frequently|Very Frequently||Other jammers in the same location|Male|25|Bachelor’s degree (e.g. BA, BS)|More than five years|Three game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 16:42:46|Yes|Menlo Park, United States of America|Never|Never|Never|Unfortunately, it was a more insulated experience this time around. We rarely spoke to other teams, and it was only really near the end when we had stuff to show.|We did not really interact with other teams.|Male|27|Bachelor’s degree (e.g. BA, BS)|Five years|Three game jams|Yes, as a hobbyist
2/24/2020 16:48:07|Yes|Maceió, Alagoas, Brazil|Rarely|Frequently|Rarely|Sometimes i help the jammers with art and code problems. |Online sources (websites, online documentation, etc.)|Male|30|Some college, no degree|More than five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 16:51:52|Yes|Utrecht, Netherlands|Occasionally|Rarely|Rarely||Both Online and Jammers in the same location|Female|22|Bachelor’s degree (e.g. BA, BS)|Four years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 16:53:55|Yes|Brussels Belgium|Occasionally|Frequently|Never||Other jammers in the same location|Male|24|Bachelor’s degree (e.g. BA, BS)|Five years|Four game jams|Yes, as a student
2/24/2020 16:53:56|Yes|Kraków Polska|Rarely|Never|Never||Other jammers in the same location|Male|17|Less than a high school diploma|Three years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 16:57:04|Yes|Another Castle in Greenfield Massachusetts |Never|Frequently|Very Frequently|I helped with the formulation of the idea and premise of the game. |People participating in the jam, but in other location|Male|24|Bachelor’s degree (e.g. BA, BS)|Four years|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 16:58:04|Yes|Medellín, Colombia|Occasionally|Occasionally|Occasionally|nos ayudamos más que todo en ideas de código y lógica|Mentors/organizers|Male|17|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 17:01:58|Yes|Toulouse, France|Occasionally|Rarely|Never|"At the beginning of the jam I helped a team with finding ideas. I was going to do the jam with them, but because of the technical difficulties mentioned previously, I decided to part ways.

When I was working on my game I had occasional feedback from people that passed by and accepted to playtest my game. Being the only one working on my game, that feedback was very helpful helpful in giving me an outsider's view of my game."|Online sources (websites, online documentation, etc.)|Male|23|Master’s degree (e.g. MA, MS, MEd)|One year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 17:14:15|Yes|Middlesbrough college, Middlesbrough, United Kingdom |Occasionally|Rarely|Occasionally|My group had some help from one the supervisors of the jam, essentially he helped us create ways to make the game simpler for us |Mentors/organizers|Male|18|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 17:16:42|Yes|Savannah, GA, USA|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Female|22|Some college, no degree|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 17:17:40|Yes|Hamburg, Germany|Occasionally|Rarely|Never|"Just presenting our idea to other people during the jam helped us to better explain and communicate our game and write easy to understand rules (our game was a board game).
We shared a drawing we did for our game with another team that had not artist in their team.
"|People not participating in the jam|Male|35|Bachelor’s degree (e.g. BA, BS)|More than five years|More than five game jams|Yes,  professionally (employed)
2/24/2020 17:18:50|Yes|Malaga, Spain.|Occasionally|Occasionally|Occasionally||Other jammers in the same location|Male|24|Some college, no degree|Less than one year|Yes, one game jam|Yes, as a student
2/24/2020 17:22:02|Yes|Lethbridge, Canada |Never|Never|Never||Didn't get any help. |Male|26|Bachelor’s degree (e.g. BA, BS)|Two years|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 17:24:16|Yes|Rj, Brazil|Occasionally|Occasionally|Frequently||Mentors/organizers|Male|23|Some college, no degree|Three years|Three game jams|Yes, as a student
2/24/2020 17:24:34|Yes|La Plata,  Argentin|Occasionally|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Female|26|Bachelor’s degree (e.g. BA, BS)|Three years|Two game jams|No, I haven't
2/24/2020 17:24:39|Yes|Maldonado, Uruguay|Occasionally|Occasionally|Occasionally||Online sources (websites, online documentation, etc.)|Male|25|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 17:28:57|Yes|Milano, Italy |Rarely|Rarely|Never|We were a pretty complete and focused team, didnt had or gave many feedbacks|Other jammers in the same location|Male|23|High school degree or equivalent (e.g. GED)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 17:29:09|Yes|La Plata, Argentina|Rarely|Frequently|Rarely||Other jammers in the same location|Male|26|Some college, no degree|Two years|Four game jams|Yes,  professionally (employed)
2/24/2020 17:35:43|Yes|Strasbourg, France|Occasionally|Rarely|Occasionally||Online sources (websites, online documentation, etc.)|Male|26|Master’s degree (e.g. MA, MS, MEd)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 17:40:28|Yes|Leizig Germany|Never|Never|Rarely||I did not work in a team by my own choice, organizers where very helpfull though.|Male|33|Bachelor’s degree (e.g. BA, BS)|Five years|More than five game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 17:49:14|Yes|Panama|Never|Very Frequently|Never|I study game development I helped people to organise their ideas.|None.|Male|24|Bachelor’s degree (e.g. BA, BS)|Less than one year|No, the GGJ 2020 was my first game jam|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 17:49:24|Yes|Pontevedra |Very Frequently|Occasionally|Frequently|Mi contribución consistió en desbloquear el trabajo cuando no encontrábamos una salida a un problema. Tengo experiencia en tratar con equipos de personas. Ayuda que tengo conocimiento de muchas disciplinas, aunque no a nivel profesional, útiles para el desarrollo de juegos. La gente, por otro lado, era muy competente y generosa con su trabajo. |Other jammers in the same location|Male|49|Professional degree (e.g. MD, DDS, DVM)|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 17:54:11|Yes|Milan, Italy|Occasionally|Occasionally|Never||Other jammers in the same location|Female|20|Some college, no degree|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 17:55:04|Yes|Manila, Philippines|Very Frequently|Frequently|Occasionally|Well, in our venue, teams were quite far from one another — making it hard for each teams to talk with one another. However, it made our team rely on each other's capabilities — showing all the talent and knowledge that we had as of the moment.|Online sources (websites, online documentation, etc.)|Male|20|High school degree or equivalent (e.g. GED)|Two years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 18:00:18|Yes|Montpellier, France|Occasionally|Rarely|Rarely|"Communication is important, just ask help and people will answer you if they can.
For example, I needed help on a 3D model, I wanted to asked to a mentor but since he was really busy, it's finally an other jammer, older than me with more experience, who help me to find a solution."|Other jammers in the same location|Female|19|Some college, no degree|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 18:04:49|Yes|Tunis,Tunisia|Occasionally|Rarely|Frequently|"In our jam site there were Coach provided for the jammers to help in case they need help and that was helpful for us . Also the jammers were friendly and helpful too , everyone help each other :)

Also there were even PC gamers including useful Softwares provided for people having hardware problem :)"|Mentors/organizers|Male|20|High school degree or equivalent (e.g. GED)|More than five years|Yes, one game jam|Yes, as a hobbyist
2/24/2020 18:06:45|Yes|Leeuwarden, Nederland|Rarely|Occasionally|Never|I gave one, maybe two little solutions to a problem a team of friends had.|Other jammers in the same location|Male|21|Some college, no degree|Four years|Two game jams|Yes, as a student
2/24/2020 18:08:56|Yes|Milan, Italy|Rarely|Occasionally|Rarely||Online sources (websites, online documentation, etc.)|Male|25|Bachelor’s degree (e.g. BA, BS)|Three years|No, the GGJ 2020 was my first game jam|Yes, as a student
2/24/2020 18:16:16|Yes|Montpellier, France |Occasionally|Rarely|Never|For coding issues essencially, I asked questions to a student more experienced than me|Other jammers in the same location|Male|19|High school degree or equivalent (e.g. GED)|Two years|Two game jams|Yes, as a student
2/24/2020 18:17:41|Yes|Pontevedra, Spain|Occasionally|Occasionally|Rarely|I decided to take on a project on my own, but I got help from programmers when I got stuck and I offered help in the 3D area (my field of expertise) to other designers when they experienced issues.|Online sources (websites, online documentation, etc.)|Male|32|High school degree or equivalent (e.g. GED)|More than five years|No, the GGJ 2020 was my first game jam|Yes, as a hobbyist
2/24/2020 18:31:45|Yes|Lima, Peru|Never|Rarely|Never|I worked as 2D artist and as I have had a bit of experience there I helped my teammate to give her ideas on how to make the background.|Online sources (websites, online documentation, etc.)|Female|24|Bachelor’s degree (e.g. BA, BS)|Less than one year|Two game jams|Yes, as an indie developer (Independent/Self-employed, small commercial or other small development units)
2/24/2020 18:35:26|Yes|Milan , Italy|Never|Frequently|Never||Mentors/organizers|Male|22|High school degree or equivalent (e.g. GED)|Three years|Two game jams|Yes,  professionally (employed)
2/24/2020 18:39:01|Yes|Mainz, Deutschland|Occasionally|Very Frequently|Never||Other jammers in the same location|Male|24|High school degree or equivalent (e.g. GED)|Two years|Five game jams|Yes, as a student
2/24/2020 18:44:31|Yes|San Jose|Frequently|Occasionally|Frequently||Other jammers in the same location|Male|21|Some college, no degree|Five years|Yes, one game jam|Yes, as a student
2/24/2020 18:50:58|Yes|Venezuela, Barquisimeto, in Lara Global Game Jam 2020|Occasionally|Frequently|Frequently|During the event, the team is in the creative ideas or structure and asks for help from the organizers, as in other teams we listen to their ideas and contribute.|Mentors/organizers|Female|23|High school degree or equivalent (e.g. GED)|I have never been involved with game development before the GGJ 2020|No, the GGJ 2020 was my first game jam|No, I haven't
2/24/2020 18:57:59|Yes|Southfield, United States|Frequently|Rarely|Frequently|It was my first GGJ, let alone game jam, so I was rarely helping, and mostly just getting help.|Other jammers in the same location|Male|20|High school degree or equivalent (e.g. GED)|One year|No, the GGJ 2020 was my first game jam|Yes, as a student
